20s timeout,Stack-Add,Stack-FF,Stack-LmCut
smartphone-p2.hddl,7666,7004,6784
smartphone-p3.hddl,8536,7116,7822
smartphone-p6.hddl,8,8,8
smartphone-p5.hddl,24,24,24
smartphone-p1.hddl,8,8,8
smartphone-p7.hddl,27,27,27
smartphone-p4.hddl,12467,12997,4998
